id,active,address,created_at,email,insurance_type,name,password,phone,profile_picture,role,updated_at
100062,1,"Synthetic Township 3, Myanmar",2024-04-13 22:02:47,synthetic.agent.000063@example.invalid,MOTOR,Synthetic Agent 000063,!SYNTHETIC-NO-LOGIN!,+959000000063,,AGENT,2024-07-24 22:02:47
100063,1,"Synthetic Township 4, Myanmar",2025-12-11 22:55:31,synthetic.agent.000064@example.invalid,TRAVEL,Synthetic Agent 000064,!SYNTHETIC-NO-LOGIN!,+959000000064,,AGENT,2026-04-05 22:55:31
100064,1,"Synthetic Township 5, Myanmar",2026-08-31 00:59:02,synthetic.agent.000065@example.invalid,PROPERTY,Synthetic Agent 000065,!SYNTHETIC-NO-LOGIN!,+959000000065,,AGENT,2026-09-02 00:59:02
100065,1,"Synthetic Township 6, Myanmar",2021-09-12 16:47:07,synthetic.agent.000066@example.invalid,PERSONAL_ACCIDENT,Synthetic Agent 000066,!SYNTHETIC-NO-LOGIN!,+959000000066,,AGENT,2021-10-28 16:47:07
100066,1,"Synthetic Township 7, Myanmar",2022-02-17 04:30:35,synthetic.agent.000067@example.invalid,LIFE,Synthetic Agent 000067,!SYNTHETIC-NO-LOGIN!,+959000000067,,AGENT,2022-04-12 04:30:35
100067,1,"Synthetic Township 8, Myanmar",2023-01-20 12:58:26,synthetic.agent.000068@example.invalid,HEALTH,Synthetic Agent 000068,!SYNTHETIC-NO-LOGIN!,+959000000068,,AGENT,2023-05-17 12:58:26
100068,1,"Synthetic Township 9, Myanmar",2025-10-20 11:19:05,synthetic.agent.000069@example.invalid,MOTOR,Synthetic Agent 000069,!SYNTHETIC-NO-LOGIN!,+959000000069,,AGENT,2025-11-09 11:19:05
100069,1,"Synthetic Township 10, Myanmar",2021-10-04 04:57:25,synthetic.agent.000070@example.invalid,TRAVEL,Synthetic Agent 000070,!SYNTHETIC-NO-LOGIN!,+959000000070,,AGENT,2021-11-29 04:57:25
100070,1,"Synthetic Township 11, Myanmar",2022-01-10 10:11:12,synthetic.agent.000071@example.invalid,PROPERTY,Synthetic Agent 000071,!SYNTHETIC-NO-LOGIN!,+959000000071,,AGENT,2022-02-26 10:11:12
100071,1,"Synthetic Township 12, Myanmar",2025-12-21 13:59:39,synthetic.agent.000072@example.invalid,PERSONAL_ACCIDENT,Synthetic Agent 000072,!SYNTHETIC-NO-LOGIN!,+959000000072,,AGENT,2026-02-24 13:59:39
100072,1,"Synthetic Township 13, Myanmar",2025-01-18 02:17:30,synthetic.agent.000073@example.invalid,LIFE,Synthetic Agent 000073,!SYNTHETIC-NO-LOGIN!,+959000000073,,AGENT,2025-03-25 02:17:30
100073,1,"Synthetic Township 14, Myanmar",2024-07-22 09:17:18,synthetic.agent.000074@example.invalid,HEALTH,Synthetic Agent 000074,!SYNTHETIC-NO-LOGIN!,+959000000074,,AGENT,2024-10-28 09:17:18
100074,0,"Synthetic Township 15, Myanmar",2022-12-12 14:41:23,synthetic.agent.000075@example.invalid,MOTOR,Synthetic Agent 000075,!SYNTHETIC-NO-LOGIN!,+959000000075,,AGENT,2023-01-11 14:41:23
100075,1,"Synthetic Township 16, Myanmar",2022-04-30 20:49:26,synthetic.agent.000076@example.invalid,TRAVEL,Synthetic Agent 000076,!SYNTHETIC-NO-LOGIN!,+959000000076,,AGENT,2022-05-15 20:49:26
100076,1,"Synthetic Township 17, Myanmar",2024-01-14 04:22:18,synthetic.agent.000077@example.invalid,PROPERTY,Synthetic Agent 000077,!SYNTHETIC-NO-LOGIN!,+959000000077,,AGENT,2024-01-27 04:22:18
100077,1,"Synthetic Township 18, Myanmar",2026-08-20 05:40:05,synthetic.agent.000078@example.invalid,PERSONAL_ACCIDENT,Synthetic Agent 000078,!SYNTHETIC-NO-LOGIN!,+959000000078,,AGENT,2026-12-15 05:40:05
100078,1,"Synthetic Township 19, Myanmar",2024-12-16 12:33:53,synthetic.agent.000079@example.invalid,LIFE,Synthetic Agent 000079,!SYNTHETIC-NO-LOGIN!,+959000000079,,AGENT,2025-03-24 12:33:53
100079,1,"Synthetic Township 20, Myanmar",2025-09-12 13:43:59,synthetic.agent.000080@example.invalid,HEALTH,Synthetic Agent 000080,!SYNTHETIC-NO-LOGIN!,+959000000080,,AGENT,2025-11-09 13:43:59
100080,1,"Synthetic Township 21, Myanmar",2022-05-27 03:22:34,synthetic.agent.000081@example.invalid,MOTOR,Synthetic Agent 000081,!SYNTHETIC-NO-LOGIN!,+959000000081,,AGENT,2022-06-16 03:22:34
100081,1,"Synthetic Township 22, Myanmar",2025-02-15 16:46:25,synthetic.agent.000082@example.invalid,TRAVEL,Synthetic Agent 000082,!SYNTHETIC-NO-LOGIN!,+959000000082,,AGENT,2025-04-29 16:46:25
100082,1,"Synthetic Township 23, Myanmar",2025-11-28 19:23:17,synthetic.agent.000083@example.invalid,PROPERTY,Synthetic Agent 000083,!SYNTHETIC-NO-LOGIN!,+959000000083,,AGENT,2026-03-07 19:23:17
100083,1,"Synthetic Township 24, Myanmar",2025-12-10 03:44:02,synthetic.agent.000084@example.invalid,PERSONAL_ACCIDENT,Synthetic Agent 000084,!SYNTHETIC-NO-LOGIN!,+959000000084,,AGENT,2026-03-26 03:44:02
100084,1,"Synthetic Township 25, Myanmar",2025-11-15 05:53:58,synthetic.agent.000085@example.invalid,LIFE,Synthetic Agent 000085,!SYNTHETIC-NO-LOGIN!,+959000000085,,AGENT,2026-01-02 05:53:58
100085,1,"Synthetic Township 26, Myanmar",2024-04-25 02:06:12,synthetic.agent.000086@example.invalid,HEALTH,Synthetic Agent 000086,!SYNTHETIC-NO-LOGIN!,+959000000086,,AGENT,2024-05-30 02:06:12
100086,1,"Synthetic Township 27, Myanmar",2022-07-08 01:02:10,synthetic.agent.000087@example.invalid,MOTOR,Synthetic Agent 000087,!SYNTHETIC-NO-LOGIN!,+959000000087,,AGENT,2022-08-09 01:02:10
100087,1,"Synthetic Township 28, Myanmar",2025-02-03 11:08:20,synthetic.agent.000088@example.invalid,TRAVEL,Synthetic Agent 000088,!SYNTHETIC-NO-LOGIN!,+959000000088,,AGENT,2025-05-01 11:08:20
100088,1,"Synthetic Township 29, Myanmar",2023-10-20 13:03:47,synthetic.agent.000089@example.invalid,PROPERTY,Synthetic Agent 000089,!SYNTHETIC-NO-LOGIN!,+959000000089,,AGENT,2023-11-10 13:03:47
100089,1,"Synthetic Township 30, Myanmar",2023-07-22 12:31:40,synthetic.agent.000090@example.invalid,PERSONAL_ACCIDENT,Synthetic Agent 000090,!SYNTHETIC-NO-LOGIN!,+959000000090,,AGENT,2023-11-08 12:31:40
100090,1,"Synthetic Township 31, Myanmar",2024-01-14 04:22:24,synthetic.agent.000091@example.invalid,LIFE,Synthetic Agent 000091,!SYNTHETIC-NO-LOGIN!,+959000000091,,AGENT,2024-01-21 04:22:24
100091,1,"Synthetic Township 32, Myanmar",2023-03-31 09:44:28,synthetic.agent.000092@example.invalid,HEALTH,Synthetic Agent 000092,!SYNTHETIC-NO-LOGIN!,+959000000092,,AGENT,2023-07-11 09:44:28
100092,1,"Synthetic Township 33, Myanmar",2026-08-21 10:05:46,synthetic.agent.000093@example.invalid,MOTOR,Synthetic Agent 000093,!SYNTHETIC-NO-LOGIN!,+959000000093,,AGENT,2026-10-14 10:05:46
100093,1,"Synthetic Township 34, Myanmar",2025-01-01 18:45:24,synthetic.agent.000094@example.invalid,TRAVEL,Synthetic Agent 000094,!SYNTHETIC-NO-LOGIN!,+959000000094,,AGENT,2025-05-01 18:45:24
100094,1,"Synthetic Township 35, Myanmar",2024-08-13 07:59:11,synthetic.agent.000095@example.invalid,PROPERTY,Synthetic Agent 000095,!SYNTHETIC-NO-LOGIN!,+959000000095,,AGENT,2024-10-04 07:59:11
100095,1,"Synthetic Township 36, Myanmar",2024-06-25 09:38:02,synthetic.agent.000096@example.invalid,PERSONAL_ACCIDENT,Synthetic Agent 000096,!SYNTHETIC-NO-LOGIN!,+959000000096,,AGENT,2024-08-15 09:38:02
100096,1,"Synthetic Township 37, Myanmar",2026-06-06 08:27:18,synthetic.agent.000097@example.invalid,LIFE,Synthetic Agent 000097,!SYNTHETIC-NO-LOGIN!,+959000000097,,AGENT,2026-08-01 08:27:18
100097,1,"Synthetic Township 38, Myanmar",2026-05-10 08:03:14,synthetic.agent.000098@example.invalid,HEALTH,Synthetic Agent 000098,!SYNTHETIC-NO-LOGIN!,+959000000098,,AGENT,2026-07-08 08:03:14
100098,1,"Synthetic Township 39, Myanmar",2022-12-21 15:57:22,synthetic.agent.000099@example.invalid,MOTOR,Synthetic Agent 000099,!SYNTHETIC-NO-LOGIN!,+959000000099,,AGENT,2023-01-03 15:57:22
100099,1,"Synthetic Township 40, Myanmar",2024-05-07 06:31:17,synthetic.agent.000100@example.invalid,TRAVEL,Synthetic Agent 000100,!SYNTHETIC-NO-LOGIN!,+959000000100,,AGENT,2024-07-06 06:31:17
100100,1,"Synthetic Township 41, Myanmar",2023-04-06 04:35:18,synthetic.agent.000101@example.invalid,PROPERTY,Synthetic Agent 000101,!SYNTHETIC-NO-LOGIN!,+959000000101,,AGENT,2023-07-16 04:35:18
100101,1,"Synthetic Township 42, Myanmar",2025-12-20 05:04:44,synthetic.agent.000102@example.invalid,PERSONAL_ACCIDENT,Synthetic Agent 000102,!SYNTHETIC-NO-LOGIN!,+959000000102,,AGENT,2026-01-06 05:04:44
100102,1,"Synthetic Township 43, Myanmar",2025-09-07 11:24:26,synthetic.agent.000103@example.invalid,LIFE,Synthetic Agent 000103,!SYNTHETIC-NO-LOGIN!,+959000000103,,AGENT,2025-10-17 11:24:26
100103,1,"Synthetic Township 44, Myanmar",2025-09-08 03:18:01,synthetic.agent.000104@example.invalid,HEALTH,Synthetic Agent 000104,!SYNTHETIC-NO-LOGIN!,+959000000104,,AGENT,2025-10-01 03:18:01
100104,1,"Synthetic Township 45, Myanmar",2026-05-18 04:28:40,synthetic.agent.000105@example.invalid,MOTOR,Synthetic Agent 000105,!SYNTHETIC-NO-LOGIN!,+959000000105,,AGENT,2026-07-17 04:28:40
100105,1,"Synthetic Township 46, Myanmar",2024-05-26 08:48:18,synthetic.agent.000106@example.invalid,TRAVEL,Synthetic Agent 000106,!SYNTHETIC-NO-LOGIN!,+959000000106,,AGENT,2024-09-18 08:48:18
100106,1,"Synthetic Township 47, Myanmar",2023-05-21 16:06:01,synthetic.agent.000107@example.invalid,PROPERTY,Synthetic Agent 000107,!SYNTHETIC-NO-LOGIN!,+959000000107,,AGENT,2023-08-19 16:06:01
100107,1,"Synthetic Township 48, Myanmar",2021-12-29 11:23:52,synthetic.agent.000108@example.invalid,PERSONAL_ACCIDENT,Synthetic Agent 000108,!SYNTHETIC-NO-LOGIN!,+959000000108,,AGENT,2022-01-22 11:23:52
100108,1,"Synthetic Township 49, Myanmar",2025-06-19 07:45:37,synthetic.agent.000109@example.invalid,LIFE,Synthetic Agent 000109,!SYNTHETIC-NO-LOGIN!,+959000000109,,AGENT,2025-07-27 07:45:37
100109,1,"Synthetic Township 50, Myanmar",2023-01-04 16:34:48,synthetic.agent.000110@example.invalid,HEALTH,Synthetic Agent 000110,!SYNTHETIC-NO-LOGIN!,+959000000110,,AGENT,2023-04-03 16:34:48
100110,1,"Synthetic Township 51, Myanmar",2023-06-24 13:42:26,synthetic.agent.000111@example.invalid,MOTOR,Synthetic Agent 000111,!SYNTHETIC-NO-LOGIN!,+959000000111,,AGENT,2023-09-27 13:42:26
100111,0,"Synthetic Township 52, Myanmar",2026-01-20 04:06:07,synthetic.agent.000112@example.invalid,TRAVEL,Synthetic Agent 000112,!SYNTHETIC-NO-LOGIN!,+959000000112,,AGENT,2026-04-18 04:06:07
100112,1,"Synthetic Township 53, Myanmar",2022-02-03 07:20:41,synthetic.agent.000113@example.invalid,PROPERTY,Synthetic Agent 000113,!SYNTHETIC-NO-LOGIN!,+959000000113,,AGENT,2022-03-04 07:20:41
100113,1,"Synthetic Township 54, Myanmar",2024-03-22 18:57:33,synthetic.agent.000114@example.invalid,PERSONAL_ACCIDENT,Synthetic Agent 000114,!SYNTHETIC-NO-LOGIN!,+959000000114,,AGENT,2024-05-10 18:57:33
100114,1,"Synthetic Township 55, Myanmar",2022-08-27 21:01:02,synthetic.agent.000115@example.invalid,LIFE,Synthetic Agent 000115,!SYNTHETIC-NO-LOGIN!,+959000000115,,AGENT,2022-12-10 21:01:02
100115,1,"Synthetic Township 56, Myanmar",2023-06-06 05:58:18,synthetic.agent.000116@example.invalid,HEALTH,Synthetic Agent 000116,!SYNTHETIC-NO-LOGIN!,+959000000116,,AGENT,2023-07-20 05:58:18
100116,1,"Synthetic Township 57, Myanmar",2022-10-09 08:04:57,synthetic.agent.000117@example.invalid,MOTOR,Synthetic Agent 000117,!SYNTHETIC-NO-LOGIN!,+959000000117,,AGENT,2023-01-20 08:04:57
100117,1,"Synthetic Township 58, Myanmar",2021-09-21 21:54:26,synthetic.agent.000118@example.invalid,TRAVEL,Synthetic Agent 000118,!SYNTHETIC-NO-LOGIN!,+959000000118,,AGENT,2021-09-22 21:54:26
100118,1,"Synthetic Township 59, Myanmar",2022-04-17 08:53:00,synthetic.agent.000119@example.invalid,PROPERTY,Synthetic Agent 000119,!SYNTHETIC-NO-LOGIN!,+959000000119,,AGENT,2022-07-11 08:53:00
